"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"8695","Steve Jennings","US","Region 4","Northwest","177","4","7","7","26","22","11","3834","146","3.93","A 2.49","1208","1350","292","4611","388187"
"8696","Terry Sanders3","US","Region 4","Northwest","131","7","6","7","31","23","12","3063","249","3.56","A 2.01","1208","1350","995","4110","427675"
"8697","Brian Boughter","US","Region 4","Pennsylvania","70","7","6","7","33","13","13","1643","213","2.77","B 3.20","1208","1259","6","2339","478413"
"8698","Scott Meier","US","Region 6","Michigan","95","3","8","7","30","21","13","2156","172","3.01","A 1.82","1208","1101","134","2811","479518"
"8699","Susan Mckinnell","AU","Region 1","Australia/NZ","98","7","7","7","35","16","11","2009","145","2.14","B 2.59","1207","1203","399","3434","96151"
"8700","Jeff Staggers","US","Region 1","New York","1","0","16","16","5","0","16","14","0","6","A 2.30","1207","1350","0","5","114700"
"8701","Clifford Bellomy","US","Region 4","Great Plains","41","1","8","7","40","8","13","947","27","1.71","A 2.92","1207","1223","23","1654","270807"
"8702","Dale Shockey","US","Region 4","Great Plains","72","4","7","7","37","13","12","1423","96","2.39","B 2.26","1207","1350","56","2636","308737"
"8703","Caleb Jackson2","US","Region 3","Georgia","295","26","6","7","41","62","12","6807","912","2.3","A 3.46","1207","1350","1178","12112","348855"
"8704","Rikk Mcmehan","US","Region 1","Carolina","6","0","11","10","32","0","15","181","1","3","B 2.52","1206","1350","3","189","45201"
"8705","James Jacobs2","US","Region 2","Virginias","5","0","11","9","28","1","13","105","0","1.6","A 2.31","1206","1350","10","138","48501"
"8706","Michael Baynum","US","Region 4","Indiana","60","1","6","7","31","7","12","1531","11","2.8","B 2.51","1206","1182","49","1866","200936"
"8707","Wade Reed","US","Region 1","Mid-South","86","8","6","7","30","22","12","1634","236","2.79","B 2.28","1206","1350","106","2558","203660"
"8708","Colton Coe","US","Region 4","Indiana","42","3","6","6","32","9","11","796","79","2.76","B 2.26","1206","1350","76","1347","306186"
"8709","Michael Miller14","US","Region 1","Florida","572","36","7","6","53","114","12","14473","964","2.47","A 3.08","1206","1221","1570","30327","314876"
"8710","James Hume2","US","Region 4","Indiana","199","2","9","8","33","11","13","5627","74","4.08","B 2.29","1206","1350","1033","6511","334407"
"8711","Sam Menchyk","US","Region 4","Pennsylvania","22","0","7","8","37","3","13","572","8","3.45","B 3.26","1206","1281","10","820","474957"
"8712","David R Harden","US","Region 4","Pennsylvania","94","4","8","7","35","12","13","2408","48","2.98","B 3.46","1206","1350","42","3251","523983"
"8713","Andrew Fearby","AU","Region 1","Australia/NZ","37","1","6","6","38","5","10","806","20","3.3","B 2.44","1205","1189","43","1408","95540"
"8714","Ryan Ayers","US","Region 1","Carolina","4","0","8","12","24","0","15","68","0","1","B 2.77","1205","1350","11","95","116214"
"8715","Gary M Flores","US","Region 2","California Club","26","1","8","7","32","6","12","594","7","3","B 2.23","1205","1350","104","844","278166"
"8716","John Chesebro","US","Region 2","Ohio","756","74","7","6","36","122","11","16851","2016","2.28","A 4.99","1205","1350","1188","27061","346409"
"8717","Aaron martin4","CA","Region 2","Canada","43","1","9","8","37","5","13","1092","42","1.67","B 3.57","1205","1350","29","1581","472212"
"8718","Douglas Johnson4","US","Region 5","Illinois","71","2","6","7","34","8","12","1734","59","3.24","B 3.37","1205","1350","34","2432","478331"
"8719","Chad Sullivan","US","Region 2","Ohio","47","2","7","7","35","11","13","975","47","2.64","B 2.62","1205","1204","19","1647","480782"
"8720","Wade Eckert","US","Region 5","New England","27","1","7","6","35","3","10","573","18","1.93","B 2.48","1204","1195","66","936","131068"
"8721","Trey McGranahan","US","Region 4","Indiana","93","22","5","6","43","33","11","1377","517","2.56","B 2.24","1204","1350","259","4013","206065"
"8722","Jamie Anderson2","US","Region 4","Pennsylvania","4","0","10","9","15","0","11","28","0","0","A 2.75","1204","1350","15","61","263041"
"8723","Ryan Ramsey","US","Region 3","Texas","95","5","8","7","30","10","12","2283","153","2.72","B 3.35","1204","1350","167","2851","369623"
"8724","Dewane Kinner","US","Region 4","Pennsylvania","29","0","7","7","36","6","12","681","19","2.34","B 2.82","1204","1223","14","1041","413844"
"8725","Aaron Smith15","US","Region 4","Indiana","138","7","7","7","34","28","13","3056","237","2.72","B 3.63","1204","1071","118","4684","470917"
"8726","Brodie Hannah","US","Region 1","Carolina","22","0","7","6","35","3","11","481","2","1.73","A 2.46","1203","1022","3","780","27331"
"8727","Sam Henry","US","N/A","Mid-South","2","0","12","11","9","0","12","22","0","2","A 2.42","1203","1032","0","18","45781"
"8728","Loren Hayse","US","Region 4","Northwest","5","0","8","7","15","1","10","40","1","4.4","B 2.22","1203","1350","7","75","193052"
"8729","John LaBard","US","Region 3","Texas","2","0","14","14","10","0","15","37","0","5","B 2.35","1203","1350","0","20","214506"
"8730","Michael Whitley","US","Region 2","Virginias","18","1","7","7","36","1","12","455","16","3.67","B 2.14","1203","1350","25","648","220823"
"8731","Hayden Thorpe","AU","Region 1","Australia/NZ","389","40","7","7","36","82","12","8237","1086","2.69","B 2.46","1203","1233","197","13879","227240"
"8732","Mark Spittlemeister","US","Region 3","Midwest","90","2","7","7","29","13","12","2010","80","3.82","B 2.19","1203","1259","57","2644","462070"
"8733","Tom Hutchins","GB","Region 3","UK and I","31","2","10","7","36","5","13","702","20","2.19","B 2.79","1202","1350","66","1120","50081"
"8734","David Troncoso","US","Region 2","California Club","139","4","7","6","34","15","11","3803","97","3.17","A 2.39","1202","1237","466","4751","257267"
"8735","Nick Rehberg","US","N/A","Illinois","64","11","6","7","36","23","12","1130","360","2.94","B 2.27","1202","1350","105","2327","258068"
"8736","Michael Klein3","US","Region 1","Mid-South","35","0","8","8","33","3","12","797","24","3.6","B 2.01","1202","1350","72","1163","273702"
"8737","Mike Monson","US","Region 4","Indiana","61","3","7","7","35","7","12","1446","32","4.39","B 2.19","1202","1350","78","2113","390480"
"8738","Les Howard","US","Region 4","Great Plains","83","9","7","7","36","21","13","1664","288","3.73","B 2.63","1202","1350","18","2993","472079"
"8739","Justin Callahan","US","Region 2","Virginias","25","0","10","7","35","3","12","661","2","3.76","B 2.17","1201","1350","42","874","80583"
"8740","Christopher Graves","US","Region 4","Northwest","3","0","12","9","17","0","12","32","0","3.33","B 2.20","1201","1350","0","52","143583"
"8741","Jonathan Morrison2","US","N/A","Texas","10","0","10","7","31","0","11","263","0","1.2","A 2.59","1201","1066","19","306","154572"
"8742","Norman West","US","Region 1","Florida","41","0","8","7","38","5","12","841","2","1.95","B 2.35","1201","1350","20","1566","179282"
"8743","Sean A Williams","US","N/A","Carolina","4","0","11","10","20","0","12","111","0","1.5","B 2.56","1201","1350","1","80","186883"
"8744","Chase Barrett","US","Region 1","Mid-South","281","20","7","7","31","44","12","6098","789","1.93","B 2.75","1201","1223","1044","8802","289494"
"8745","Satoru Hosokawa","JP","Region 7","Japan","41","1","7","7","37","3","12","1061","26","3.07","B 2.16","1201","1350","640","1506","346558"
"8746","Eileen Rueschenberg","US","Region 3","West","65","2","8","7","39","11","12","1357","27","2.46","B 1.71","1201","1255","26","2505","373157"
"8747","christopher Brown8","US","Region 2","California Club","50","4","7","6","33","8","12","953","52","1.92","B 3.42","1201","1198","36","1659","410949"
"8748","Wade McCarthy","AU","Region 1","Australia/NZ","37","1","7","7","37","5","12","901","31","2.81","B 2.47","1200","1210","5","1357","149013"
"8749","Mathew Paredes","US","Region 2","California Club","42","2","7","7","37","9","12","825","56","1.67","B 3.39","1200","1350","103","1560","324743"
"8750","Earl Doupe","US","Region 1","New York","57","0","8","7","29","5","11","1235","1","2.98","B 1.80","1200","1225","116","1638","332366"
"8751","Rhys Bonney","AU","Region 1","Australia/NZ","156","7","7","7","32","20","12","3673","184","5.22","B 2.65","1200","1350","144","4997","336463"
"8752","Shane Wells","US","Region 5","Illinois","143","1","9","7","30","8","12","4038","16","2.5","A 3.09","1200","1116","558","4352","415062"
"8753","Trevor Bissett","US","Region 3","Midwest","40","2","8","7","32","5","13","769","46","3.2","B 2.15","1199","1350","8","1291","109358"
"8754","Trevor Willett","AU","Region 1","Australia/NZ","90","13","6","7","35","30","12","1536","270","2.11","B 3.61","1199","1350","16","3173","224532"
"8755","JT Taylor","US","Region 2","Virginias","26","0","9","8","30","5","13","643","0","3.54","B 2.70","1199","1262","106","782","264121"
"8756","Douglas Kirik","US","Region 4","Pennsylvania","2","0","14","14","1","0","16","5","0","1","B 2.38","1199","1350","0","2","267199"
"8757","Michael Kristyak","US","Region 4","Pennsylvania","37","0","7","6","32","3","11","732","9","1.57","B 2.62","1199","1350","8","1188","318760"
"8758","Christian Oxenham","AU","Region 1","Australia/NZ","26","0","8","7","35","0","12","694","1","3.15","A 2.29","1199","1204","6","906","369402"
"8759","Michael McKenzie","US","Region 1","Florida","59","3","8","7","32","10","12","1231","75","3.19","B 2.53","1199","1350","23","1896","483589"
"8760","Eric H Puschinsky","US","Region 3","Midwest","86","5","7","7","40","17","13","2153","190","2.84","B 3.10","1199","1169","25","3401","498863"
"8761","Justin Sullivan","US","Region 2","West","14","0","11","10","36","0","14","537","10","4.57","B 2.77","1198","1350","67","499","32515"
"8762","Ken Worley","US","Region 2","Ohio","1","0","0","0","0","0","0","0","0","0","B 2.15","1198","1350","0","0","59308"
"8763","Joe Breidenbach","US","Region 4","Great Plains","95","5","7","7","35","22","12","2356","132","2.53","B 2.42","1198","1350","15","3368","290922"
"8764","Ace McCarthy","US","Region 4","Great Plains","81","4","7","7","42","19","12","1647","104","3.38","B 2.33","1198","1184","101","3392","307894"
"8765","Jeffrey Stone3","US","Region 4","Indiana","9","0","9","7","30","0","11","180","0","1.78","B 3.47","1198","1187","5","271","338154"
"8766","JD Bluntman","US","Region 4","Northwest","5","0","10","10","26","0","14","88","0","5.6","B 2.53","1198","1146","0","131","437961"
"8767","Phil Hopkins","US","Region 2","Texas","39","3","7","7","36","6","12","995","86","2.92","B 2.50","1197","1350","75","1421","60798"
"8768","Dustin Jones3","US","Region 1","Mid-South","125","10","7","7","33","20","12","2957","200","2.45","B 2.96","1197","1221","168","4175","300836"
"8769","Mathew McClure","AU","Region 1","Australia/NZ","34","5","6","7","36","8","12","634","172","2.12","B 2.28","1197","1350","6","1210","450329"
"8770","Dave Resinger","US","Region 4","Pennsylvania","97","2","8","7","36","12","13","2509","24","2.14","A 3.20","1197","1116","30","3474","463335"
"8771","Adam Roberson","US","Region 1","Mid-South","46","4","7","7","35","9","12","1139","111","2.43","B 3.28","1196","1350","83","1625","32479"
"8772","Jose Dourado","US","Region 5","New England","6","0","7","8","24","0","12","171","0","4","B 2.16","1196","1350","22","141","53955"
"8773","Levi Allen","US","N/A","Northwest","20","0","7","7","35","1","12","569","28","2.8","A 2.74","1196","1195","75","707","108615"
"8774","Elliot Borg","US","Region 4","Indiana","70","8","7","7","33","17","12","1134","155","1.6","B 3.56","1196","1350","28","2301","279120"
"8775","Justin Andrews3","US","Region 1","Carolina","62","0","8","7","33","9","12","1524","20","2","A 3.59","1196","1226","37","2046","369702"
"8776","Randy Johnson4","US","Region 1","Mid-South","225","34","6","7","32","65","12","4032","811","2.54","B 2.53","1196","1177","176","7153","424584"
"8777","Austin Rice","US","Region 1","Mid-South","34","1","9","7","35","4","12","642","7","2.12","B 2.53","1196","1167","2","1206","484235"
"8778","Devin Dill","US","Region 1","Mid-South","70","15","6","7","33","27","12","1005","315","1.26","B 3.25","1196","1350","17","2291","506597"
"8779","Christopher Gormont","US","Region 4","Pennsylvania","4","0","11","9","21","0","13","68","0","1.5","A 4.31","1195","1350","0","84","53278"
"8780","Charli Brown","US","Region 1","Carolina","38","2","8","7","34","4","12","833","33","2.32","B 3.49","1195","1126","36","1305","98260"
"8781","Shane Halter","US","Region 1","Florida","5","0","8","9","32","0","15","133","0","4.8","B 2.18","1195","1350","32","161","109325"
"8782","David Compton","US","Region 1","New York","82","6","5","6","32","17","12","1527","193","2.56","B 2.35","1195","1271","79","2654","211685"
"8783","Matt Durbin","US","Region 3","Midwest","300","9","7","7","39","46","13","9216","451","4.35","A 2.11","1195","1210","335","11666","296192"
"8784","Manuel Matitschitsch","DE","Region 2","DE-AT-CH","14","0","9","7","34","1","12","371","0","2.71","A 2.75","1195","1138","78","470","459027"
"8785","Danny Deidel","US","Region 3","West","11","0","11","9","29","1","13","317","0","2.36","A 2.37","1194","1350","26","324","72877"
"8786","Garry Jamison","US","Region 1","Carolina","18","1","8","6","35","2","11","469","30","1.22","B 3.44","1194","1211","7","636","73018"
"8787","Michael Bell7","GB","Region 3","UK and I","19","0","6","7","37","2","12","445","0","1.47","B 2.63","1194","1350","96","700","169336"
"8788","James Dowen","US","N/A","Indiana","2","0","12","12","10","0","14","58","0","2","B 2.16","1194","1350","0","19","255440"
"8789","Kirk Turner2","US","Region 1","Mid-South","123","12","6","7","37","37","12","2732","434","3.2","B 2.27","1194","1350","73","4557","301009"
"8790","Christ Willis","US","Region 1","Mid-South","57","2","8","7","34","6","12","1407","97","2.25","B 2.57","1194","1350","54","1929","304920"
"8791","Joel Vanderwall2","US","Region 4","Indiana","74","2","7","7","36","9","13","1654","62","3.57","B 2.47","1194","1227","45","2630","446451"
"8792","Chase Spitzer","US","Region 5","Illinois","64","2","7","7","38","13","13","1462","68","3.72","B 2.05","1194","1350","36","2436","451071"
"8793","Billy Smith4","US","Region 2","Virginias","78","1","7","7","35","6","12","1831","34","2.21","B 4.93","1194","1350","82","2739","468923"
"8794","Todd Black","AU","Region 1","Australia/NZ","3","0","9","10","11","0","12","34","0","2","B 2.13","1193","1350","5","34","71835"
"8795","Chris Bassett2","GB","N/A","UK and I","11","0","6","6","34","0","10","239","0","1.82","B 2.74","1193","1350","51","375","230595"
"8796","Andy Cryan","US","Region 1","New York","161","10","8","8","36","23","13","4137","265","3.24","B 2.00","1193","1350","472","5756","287055"
"8797","Cole Damery","US","Region 5","Illinois","72","1","8","7","32","3","13","2104","38","3.58","B 3.22","1193","1219","244","2306","442964"
"8798","Jason Spencer2","US","Region 3","Indiana","25","1","6","6","32","6","10","439","28","1.36","B 2.41","1192","1350","44","803","71115"
"8799","Eric Thomas3","US","N/A","Carolina","2","0","11","11","6","0","12","14","0","6","B 2.03","1192","1350","0","11","128914"
"8800","Brent Elmore","US","N/A","Indiana","5","1","10","9","22","1","12","108","9","0.8","B 2.48","1192","1350","0","112","260659"
"8801","Rob Nichol","CA","Region 2","Canada","16","2","9","8","30","3","13","360","27","1.13","B 2.75","1192","1350","14","478","278965"
"8802","Trevor Swain","US","Region 1","Florida","130","4","7","7","30","21","12","3099","150","3.62","B 2.59","1192","1350","280","3951","338273"
