"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"3141","Cody Brinson","US","Region 1","Florida","38","8","5","5","50","15","11","854","220","1.58","B 3.44","1888","1350","92","1916","295687"
"3142","Joshua Johnson9","US","Region 3","Georgia","473","16","7","7","39","69","12","12469","492","3.65","B 2.21","1888","1350","2239","18373","319843"
"3143","Christopher Rossiter","US","Region 5","Illinois","275","11","7","7","39","37","12","7125","183","2.15","A 3.62","1888","1236","216","10732","348858"
"3144","Michael Vanosdol","US","N/A","Mid-South","61","7","6","7","55","13","13","1796","227","2.72","A 2.36","1887","1350","103","3351","107657"
"3145","Ethan Cornwell","US","Region 1","Florida","171","10","8","8","52","29","15","4875","735","5.43","B 2.14","1887","1219","534","8943","274335"
"3146","Todd Frolik","US","Region 5","Illinois","191","17","6","6","41","37","11","4175","473","1.42","A 4.98","1887","1339","202","7753","324654"
"3147","Jessie Birch","US","Region 5","Illinois","272","7","7","7","42","49","13","7206","320","3.35","B 4.56","1887","1350","299","11336","385453"
"3148","Robert Lovette","US","Region 1","Mid-South","48","6","6","6","54","8","13","1380","148","2.38","B 3.88","1887","1350","24","2585","414738"
"3149","Jeffrey Rigsby","US","Region 4","Great Plains","234","34","6","7","42","65","13","4947","878","4.48","B 1.54","1887","1350","116","9762","428967"
"3150","Colin Feller","US","N/A","Great Plains","49","12","5","7","51","20","13","974","322","3.14","B 2.46","1886","1350","17","2482","43030"
"3151","Brandon Howe","US","N/A","Georgia","18","0","7","7","69","7","16","535","13","3.89","B 2.64","1886","1350","57","1241","91985"
"3152","Jacob Kolwyck2","US","Region 4","Indiana","115","11","7","6","50","27","12","2826","284","2.92","A 2.45","1886","1350","619","5802","412359"
"3153","Ryan Shaw3","NZ","Region 1","Australia/NZ","260","5","8","7","56","36","13","7790","280","3.95","B 2.20","1886","1350","238","14531","438651"
"3154","Randall Nichols","US","Region 3","Texas","63","4","7","7","51","18","14","1536","94","2.44","A 1.99","1886","1269","123","3196","486748"
"3155","Ethan Johnson2","US","Region 4","Great Plains","149","6","7","7","48","29","14","4099","272","4.52","B 2.03","1886","1163","119","7176","497526"
"3156","Gabor Albert Viski","HU","Region 4","Central-Eastern Europe","32","4","5","5","58","8","11","724","64","2.31","B 2.61","1885","1273","0","1849","21232"
"3157","Antti Terho","FI","Region 5","Finland","29","3","4","6","61","7","12","742","70","3.24","B 2.32","1885","1350","86","1765","99134"
"3158","John Firsching Jr","US","Region 1","New York","69","2","6","6","48","9","12","2102","99","2.03","A 3.82","1885","1350","65","3341","115987"
"3159","Timothy Redpath","AU","Region 1","Australia/NZ","283","6","7","6","52","41","12","8099","182","2.83","A 2.28","1885","1164","403","14640","130574"
"3160","Edward A Samborski","US","Region 1","New York","20","1","6","6","61","7","13","624","85","2","B 3.47","1885","1350","24","1229","171465"
"3161","Scott Randolph","US","Region 1","Mid-South","106","6","6","7","46","18","13","2893","230","3.72","B 2.44","1885","1350","42","4863","419603"
"3162","Hunter Heck","US","Region 5","Atlantic","131","18","7","7","59","39","14","3039","492","2.82","B 1.75","1885","1350","330","7682","428396"
"3163","Jamie Pritchett","US","Region 3","Georgia","50","5","7","7","55","11","13","1585","177","2.52","B 3.35","1885","1350","142","2731","430419"
"3164","Kinser Crissman","US","Region 4","Great Plains","119","3","9","7","50","26","14","3391","115","4.1","B 3.44","1885","1350","46","5903","430421"
"3165","Brett Buelteman","US","Region 3","Midwest","675","44","7","8","43","147","14","18392","1995","4.44","B 2.35","1884","1350","575","29167","324143"
"3166","Michael Nale","US","Region 1","Carolina","33","9","4","5","59","13","11","705","195","2.06","B 2.67","1884","1350","104","1954","341334"
"3167","Brad Gebhardt","US","Region 5","Illinois","77","4","7","7","55","10","14","2478","150","3.35","B 2.31","1884","1177","172","4207","375468"
"3168","Brian Tallarico","US","Region 4","Northwest","168","4","7","7","45","16","13","4895","184","2.82","A 3.53","1884","1382","592","7640","407128"
"3169","Mark Sheen","AU","Region 1","Australia/NZ","53","9","6","6","49","17","12","1147","259","2.49","B 3.23","1884","1154","6","2613","444812"
"3170","Lynn Baucum","US","Region 1","Mid-South","158","9","8","7","48","26","13","4527","279","4.04","A 2.05","1884","1169","82","7555","468420"
"3171","Robert Odom2","US","Region 3","Georgia","124","6","7","7","50","29","13","3127","215","4.03","B 3.12","1884","1350","133","6229","491325"
"3172","Max Gagne","CA","N/A","Canada","46","1","9","6","55","9","13","1463","47","2.74","A 2.88","1883","1350","255","2520","198009"
"3173","DaWayne Crowder","US","N/A","Mid-South","110","4","9","7","49","15","14","3092","129","4.24","B 2.75","1883","1244","202","5419","271552"
"3174","Zachary Kiddle","AU","Region 1","Australia/NZ","111","5","7","7","43","19","13","2904","217","3.41","B 3.53","1883","1237","86","4794","278908"
"3175","Doug Ungari","US","Region 2","California Club","112","9","7","6","41","28","12","2585","233","2.57","B 3.21","1883","1266","190","4615","322156"
"3176","Clay Ramsey","US","Region 3","Midwest","161","8","6","6","44","35","12","4388","250","2.5","B 3.78","1883","1350","12","7145","483646"
"3177","Tyler Wood","US","Region 5","New England","67","6","7","7","50","15","13","1926","171","2.6","A 2.72","1882","1350","491","3360","51926"
"3178","Robert Mueller","US","Region 3","Midwest","25","3","7","7","64","8","15","865","124","3.04","A 2.47","1882","1350","54","1589","155854"
"3179","Nathan Cogdell","US","Region 1","Carolina","149","11","6","7","39","36","12","3263","388","2","A 2.75","1882","1350","151","5857","373624"
"3180","Jeffrey Baird","US","Region 4","Pennsylvania","58","6","7","6","45","13","12","1641","134","3.03","A 2.56","1881","1209","130","2635","295137"
"3181","Tyler Baderschneider","US","Region 3","Midwest","397","16","8","7","42","60","13","10829","512","3.81","B 2.55","1881","1350","226","16504","367894"
"3182","Bradley Isbell","US","Region 5","Illinois","117","5","7","7","48","15","12","3119","221","2.84","A 2.78","1881","1350","97","5654","425094"
"3183","Bradley White2","US","Region 3","Midwest","409","30","7","7","45","108","13","9941","1091","3.51","A 2.49","1881","1350","163","18278","471691"
"3184","Robby Bethea","US","N/A","Midwest","104","5","6","6","48","13","11","2862","175","2.12","A 2.73","1880","1301","182","5006","155438"
"3185","Carlen Cure","US","N/A","Carolina","23","1","6","6","58","11","14","675","52","2.61","B 3.50","1880","1229","45","1339","210267"
"3186","Anthony Caudill","US","Region 1","Mid-South","58","4","6","7","51","17","13","1636","125","1.9","A 2.70","1880","1350","54","2983","266458"
"3187","Zackery Fulton","US","Region 2","Ohio","48","4","8","7","45","13","14","1327","87","2.83","B 3.27","1880","1134","68","2148","343476"
"3188","David Moore11","US","Region 5","Illinois","527","48","7","7","34","111","12","12311","1325","3.53","B 1.60","1880","1366","1049","17874","380567"
"3189","Mike Boyd","US","Region 3","Texas","92","4","7","7","52","14","12","2103","130","1.22","A 4.24","1879","1171","151","4795","28882"
"3190","Jacob Ewing","US","Region 3","Texas","36","3","7","6","58","10","13","776","57","3.33","B 1.36","1879","1350","81","2090","173298"
"3191","Adam Barnett2","AU","Region 1","Australia/NZ","63","7","6","6","50","13","12","1396","181","2.83","B 2.41","1879","1350","23","3144","333460"
"3192","Cody Struble","US","Region 1","Florida","77","12","6","6","45","25","12","1675","333","1.58","B 4.18","1879","1250","28","3433","413691"
"3193","Dylan Opdahl","US","Region 4","Great Plains","215","19","7","7","36","50","12","4439","543","4.25","B 1.84","1878","1350","79","7693","342167"
"3194","Jace Hansen2","US","Region 6","Michigan","276","8","8","7","36","35","12","7589","135","3.36","A 2.71","1878","942","797","10004","379916"
"3195","Mark Dudek2","US","Region 4","Pennsylvania","290","18","7","7","46","58","14","7953","571","5.28","B 3.01","1877","1208","302","13441","492296"
"3196","Keith Erickson2","US","Region 3","Midwest","234","8","7","7","47","36","13","6850","380","3.13","B 3.06","1876","1350","208","11055","419291"
"3197","David H Allen","US","Region 4","Pennsylvania","123","4","7","7","40","22","13","3234","166","2.72","A 3.54","1876","1176","0","4943","520156"
"3198","Shawn Mooneyhan","US","Region 1","Mid-South","41","5","5","6","53","12","12","1211","151","1.9","A 2.72","1875","1350","47","2175","91450"
"3199","Austin Griffie","US","Region 4","Pennsylvania","206","21","6","7","53","50","12","4925","647","3.86","B 2.09","1875","1350","282","10957","318962"
"3200","Richie Shirey","US","Region 4","Indiana","106","11","6","6","57","29","12","2564","265","1.58","B 4.30","1875","1350","323","6025","401516"
"3201","Dan Hoekstra","US","Region 6","Michigan","218","8","7","7","48","36","14","6605","240","2.85","A 2.38","1875","1350","309","10505","415620"
"3202","George Wood","US","Region 4","Pennsylvania","143","5","9","8","42","23","14","3917","219","2.2","A 3.52","1874","1223","263","6044","42656"
"3203","Bradley Holly","US","N/A","Texas","39","1","6","6","56","7","12","884","49","2.05","B 2.73","1874","1350","81","2194","305831"
"3204","Chadd Mapes","US","Region 3","Midwest","362","17","7","7","47","45","12","10378","672","2.49","A 4.36","1874","1339","290","16840","403589"
"3205","Garrett Zimmer","US","Region 4","Pennsylvania","111","8","8","7","49","25","14","3435","176","4.58","B 1.85","1874","1224","125","5391","462229"
"3206","Barry King","US","Region 4","Indiana","44","3","7","6","53","10","13","1334","83","3.27","A 2.55","1873","1205","235","2328","61390"
"3207","Kevin P. Matz","US","Region 5","Atlantic","80","4","6","6","48","15","11","1975","115","2.23","B 3.21","1873","1294","527","3824","135258"
"3208","Marcus Mikulencak","US","Region 3","Texas","26","5","6","6","59","12","12","765","188","2.08","A 2.49","1873","1251","145","1528","173135"
"3209","Kevin Lajeunesse","CA","Region 2","Canada","429","17","8","8","42","63","13","11546","519","4.25","B 2.39","1873","1247","2486","18055","268705"
"3210","Rhett Balzer","US","Region 3","Texas","366","11","7","7","44","57","13","10364","498","2.35","A 3.73","1873","1178","213","16015","426421"
"3211","Matthew Kleinschmidt2","US","N/A","Mid-South","80","1","7","7","47","15","13","2223","94","3.4","B 2.49","1872","1350","44","3770","269720"
"3212","Jamie Dobbs","US","N/A","Indiana","219","9","7","7","42","32","12","5891","269","2.27","A 2.54","1872","1266","463","9274","302596"
"3213","David Mosier","US","Region 2","California Club","53","5","7","7","50","11","13","1364","201","4.53","B 2.65","1872","1350","102","2635","318981"
"3214","Jeremy Pray","US","Region 4","Great Plains","142","6","8","8","48","28","14","4061","169","3.31","A 2.66","1872","1275","30","6822","477956"
"3215","Craig Curtis","US","Region 6","Michigan","47","3","7","6","55","11","13","1231","75","1.36","A 2.56","1871","1350","199","2583","139445"
"3216","Joël Demonceau","BE","Region 5","Benelux","21","0","5","5","58","9","11","473","0","0.57","A 2.74","1871","1214","172","1216","139869"
"3217","Nick Rayner","AU","Region 1","Australia/NZ","330","16","6","6","47","64","12","9174","742","3.83","B 3.34","1871","1152","399","15623","314425"
"3218","Colby Mewborn","US","Region 3","Texas","60","21","5","6","56","28","11","1101","452","2.87","B 2.23","1870","1275","143","3341","356685"
"3219","Olivier Sirois","CA","Region 2","Canada","318","15","7","7","45","58","13","8500","577","3.27","B 2.35","1870","1350","416","14348","388519"
"3220","Kenneth Foxworth","US","Region 1","Florida","200","6","7","7","48","28","13","5931","217","2.8","A 2.57","1870","1135","616","9508","394155"
"3221","Chris Imbus","US","Region 3","Midwest","286","8","8","7","45","42","13","8362","386","3.99","A 2.73","1870","1269","149","12799","424906"
"3222","Daryl Whitlow","US","Region 5","Illinois","97","9","7","7","48","20","14","2549","328","3.96","B 2.61","1870","1186","76","4692","449641"
"3223","Steve Shaw5","CA","Region 2","Canada","146","12","7","7","48","32","13","3780","432","3.68","B 2.28","1870","1274","129","7037","499369"
"3224","Jason Fox","US","Region 3","Midwest","40","0","7","6","52","8","13","1234","59","2.55","A 3.19","1869","1350","53","2098","51322"
"3225","Zachery Dresslaer","US","Region 4","Great Plains","122","16","7","7","49","27","13","3162","483","1.75","A 3.51","1869","1350","182","6030","57859"
"3226","Robert Thorson","US","Region 5","Illinois","27","1","6","6","65","6","12","754","79","2.67","B 3.37","1869","1287","129","1765","204252"
"3227","Dave Andrews2","US","Region 2","Ohio","65","5","5","7","54","18","13","1728","202","2.71","B 3.58","1869","1220","146","3483","298362"
"3228","Dan Harding","US","Region 4","Pennsylvania","168","20","5","6","43","40","12","3982","609","3.6","B 2.72","1869","1264","250","7196","353884"
"3229","Ben Nile","US","Region 5","New England","63","2","8","7","54","12","14","2044","49","3.37","A 2.32","1868","1377","544","3424","58327"
"3230","Dylan Perry","US","Region 3","Georgia","23","3","7","7","59","6","13","790","19","2","A 2.78","1868","1350","141","1368","171008"
"3231","Timothy Klusener","US","Region 3","Texas","58","2","8","7","49","14","15","1776","207","4.72","A 2.97","1868","1298","125","2813","267317"
"3232","Thomas Meadows","US","Region 2","Virginias","129","15","6","7","49","35","12","3324","515","2.73","A 3.05","1868","1350","463","6361","312465"
"3233","Brandon Franklin","US","Region 4","Great Plains","851","35","7","7","40","140","12","21990","1333","2.86","A 2.35","1868","1168","1295","33765","319082"
"3234","Connor McGowan2","US","Region 3","Midwest","383","55","6","7","36","113","12","7904","1543","3.36","B 2.57","1868","1350","154","13940","329455"
"3235","Brett Hutira","US","Region 4","Pennsylvania","82","4","6","7","48","21","13","2029","147","3","B 3.73","1868","1350","21","3898","461727"
"3236","Dalton Milam3","US","Region 3","Georgia","8","4","4","3","83","6","10","275","141","2.25","A 2.52","1867","1350","15","663","262166"
"3237","Randy Rockwell","US","Region 4","Pennsylvania","1295","166","6","7","40","280","12","29946","5356","3.54","B 3.69","1867","1265","1133","51833","368918"
"3238","Brandon Latshaw","US","Region 4","Pennsylvania","147","10","7","7","48","26","13","3865","272","2.3","A 3.60","1867","1179","67","7081","468713"
"3239","Casey Dean","US","Region 1","Mid-South","64","4","6","6","51","13","12","1615","131","2.25","A 2.89","1866","1169","68","3282","22545"
"3240","Alexander Pelican","US","Region 4","Pennsylvania","27","2","6","6","63","7","13","761","73","2.44","B 2.54","1866","1350","144","1698","136367"
"3241","Ben Micallef","AU","Region 1","Australia/NZ","730","103","6","7","41","195","12","15488","2844","4.56","B 2.19","1866","1350","671","30113","332144"
"3242","Christopher Berger2","US","Region 1","Mid-South","323","13","7","7","41","60","13","8420","441","4.28","B 2.39","1866","1227","235","13158","383655"
"3243","Ron Snyder","US","Region 1","New York","210","2","9","7","44","25","13","5473","81","2.03","B 4.58","1866","1238","251","9321","388668"
"3244","Chris Barnett","US","Region 2","California Club","185","15","6","7","58","38","12","4984","482","2.43","B 2.34","1866","1190","373","10673","418715"
"3245","Curran Beckler","US","Region 3","Midwest","75","3","7","7","49","13","14","2245","120","2.16","B 4.63","1866","1350","24","3695","437930"
"3246","Jordan Westfall","CA","Region 2","Canada","18","3","5","6","61","8","12","511","91","1.67","B 2.72","1865","1350","75","1104","49740"
"3247","Eric Hutton","US","N/A","Great Plains","57","0","8","8","56","11","15","1606","42","3.93","B 2.34","1865","1350","62","3168","168563"
"3248","Joshua L Mills","US","Region 2","California Club","527","56","7","7","45","116","12","12700","1883","2.54","B 1.51","1865","1203","1534","23958","328942"
"3249","Brian Massie","US","Region 2","Ohio","54","2","8","7","49","9","13","1536","69","3.3","B 3.17","1865","1350","83","2665","496489"
"3250","Zach H Stone","US","Region 4","Pennsylvania","158","6","7","7","45","22","13","4514","165","5.13","B 2.61","1865","1269","38","7174","511165"
"3251","Richard Luckey","US","Region 2","Ohio","7","4","3","3","79","5","13","179","88","1.14","A 3.80","1864","1350","12","552","60977"
"3252","Jason Jr. Playter","US","Region 6","Michigan","103","6","8","7","49","18","13","3105","224","3.73","A 2.34","1864","1229","0","5098","114381"
"3253","Larry Underwood2","US","Region 4","Indiana","114","5","6","6","50","18","12","3131","153","1.91","A 2.60","1864","1313","446","5742","120364"
"3254","Mitchell Tsokatos","US","Region 1","Mid-South","60","6","6","7","56","15","13","1582","177","1.63","A 2.84","1864","1246","37","3342","180498"
"3255","Joshua Upton","US","Region 3","Midwest","196","13","6","7","54","49","13","4876","432","2.83","B 2.69","1864","1350","276","10605","190302"
"3256","Tyler G Henselman","US","Region 4","Great Plains","193","15","7","8","48","45","14","4911","666","2.26","A 3.23","1864","1250","464","9284","266466"
"3257","Brent Holloway2","US","Region 4","Northwest","165","1","8","7","56","11","13","5194","78","2.79","A 2.53","1864","1201","1151","9320","309268"
"3258","Brody Cain","US","Region 3","Midwest","1090","31","8","7","35","155","12","23384","947","3.28","A 1.84","1864","1343","709","38018","339094"
"3259","Gregory Thilesen2","US","Region 1","Florida","67","3","8","7","51","10","13","2088","67","3.22","A 2.33","1864","1350","256","3439","366546"
"3260","robert PRICE2","US","Region 5","Atlantic","225","26","6","7","39","72","12","4348","594","2.01","B 3.61","1864","1235","643","8877","373244"
"3261","Joseph Warhurst","GB","Region 3","UK and I","53","4","7","6","50","10","12","1364","118","2.38","A 2.77","1864","1209","29","2634","450580"
"3262","Jeffrey Oliver2","US","Region 5","New England","165","11","6","7","46","42","14","4378","340","3.76","B 3.52","1864","1181","222","7636","477304"
"3263","Ryan Fraser","CA","Region 2","Canada","28","0","7","6","58","5","13","687","11","2.64","B 2.41","1863","1182","8","1621","106735"
"3264","Bryant Ward","US","Region 3","Midwest","19","2","7","6","65","8","14","645","67","2.42","A 2.69","1863","1205","11","1242","167681"
"3265","Steve Shoaf","US","Region 2","Ohio","439","29","7","7","43","87","13","10522","861","4.08","B 2.10","1863","1350","388","18742","356499"
"3266","Curtis Yancey","US","Region 1","Florida","89","2","8","7","44","15","13","2704","73","3.57","B 2.33","1863","1350","408","3938","381224"
"3267","Jonathan Jay Miller","US","Region 3","Texas","299","16","8","7","41","48","12","7894","465","3.63","A 2.37","1863","1350","679","12151","427489"
"3268","Peyton Burkett","US","Region 1","Florida","60","9","6","7","49","21","13","1266","268","1.8","B 3.62","1863","1350","78","2937","450048"
"3269","Jeff Peterson","US","Region 2","California Club","41","5","5","6","47","11","12","1100","155","3.27","B 2.52","1862","1265","85","1918","27870"
"3270","William Collins3","US","Region 1","Mid-South","40","3","6","6","59","11","12","1125","123","1.85","B 3.58","1861","1350","26","2371","160938"
"3271","Justin S Fleming","US","Region 2","Virginias","88","1","9","7","48","10","13","3397","75","3.48","A 3.07","1861","1350","327","4236","230136"
"3272","Jeremy Weber","US","Region 4","Northwest","68","3","7","6","45","11","12","1697","26","2.38","B 2.80","1861","1350","376","3093","282579"
"3273","Austin Dooley","US","N/A","Georgia","135","6","7","7","49","25","12","3447","152","2.83","B 3.65","1861","1350","405","6618","292217"
"3274","Wade Burris","US","Region 2","Ohio","215","9","7","7","42","32","12","6180","375","3.84","A 2.98","1861","1120","457","9059","384040"
"3275","Larry Moody","US","Region 4","Great Plains","41","3","6","7","50","9","14","1117","107","2.88","A 2.56","1860","1350","98","2065","74224"
"3276","Glenn Zautner Jr.","US","Region 1","Florida","38","3","7","6","51","8","12","1109","110","2.32","B 3.36","1860","1350","36","1954","128171"
"3277","Jordyn Larsen","US","Region 4","Great Plains","214","9","8","7","49","31","13","5669","256","3.23","B 2.47","1860","1350","396","10567","326606"
"3278","Brian Prudell","US","Region 4","Northwest","25","6","7","6","54","9","12","644","147","2.08","A 3.43","1859","1267","115","1353","214508"
"3279","Byron Morris","US","Region 3","Georgia","1100","103","7","8","34","240","13","28161","4299","2.81","A 2.34","1859","1125","2156","37928","274072"
"3280","Rick Beaver","US","N/A","Indiana","150","7","7","7","42","31","13","3551","240","3.84","B 1.85","1858","1350","401","6307","142625"
"3281","Dalton Cowden","US","Region 1","Florida","84","7","7","7","48","18","12","2183","121","3.74","B 2.29","1858","1350","171","4004","348498"
"3282","Lucas Koenig","US","Region 3","Midwest","185","12","7","6","34","35","12","4489","345","4.58","B 2.51","1858","1034","139","6301","385615"
"3283","Matthew Najacht","US","Region 6","Michigan","119","7","7","8","50","22","14","3114","290","3.31","A 2.52","1858","1350","577","5985","394738"
"3284","Blake Price2","US","Region 4","Great Plains","133","9","7","7","44","27","13","3442","315","3.31","B 2.74","1857","1277","101","5827","276137"
"3285","Mike Spatola","US","Region 5","Illinois","179","13","7","7","43","44","12","4606","437","2.61","A 2.53","1857","1257","359","7649","360210"
"3286","Dale Earnhardt Jr","US","Region 1","Carolina","19","1","6","6","66","7","13","535","47","2.32","B 2.41","1857","1350","20","1246","370235"
"3287","Wesley Libert","US","Region 4","Pennsylvania","64","3","7","6","54","9","13","1682","52","2.88","B 3.27","1857","1244","55","3452","427957"
"3288","Carl Lebo","US","Region 1","Florida","156","8","6","7","45","33","13","3825","222","4.13","B 2.44","1857","1350","106","7049","462124"
"3289","Pablo Donoso","CL","Region 7","Hispanoamérica","68","1","9","7","53","6","14","1888","30","3","A 2.45","1856","1236","1891","3617","48082"
"3290","Scott Hopper","US","Region 4","Indiana","27","2","6","6","53","7","13","740","49","2.52","B 2.99","1856","1138","11","1442","60081"
"3291","Colton T Collins","US","Region 4","Great Plains","218","7","7","7","44","29","12","5653","381","3.46","B 2.72","1856","1236","380","9635","306342"
"3292","Chad Kistner","US","Region 3","Midwest","356","7","8","7","40","42","12","10583","174","2.78","A 2.25","1856","1350","492","14124","312809"
"3293","Jordan Kurtti","US","Region 6","Michigan","247","27","7","7","41","59","12","5662","828","3.5","A 2.14","1856","1142","489","10185","338581"
"3294","Dustin Gehring","US","Region 4","Northwest","284","13","7","7","48","47","13","7799","597","5.44","B 2.20","1856","1372","511","13571","398715"
"3295","Jeff Peterson6","US","Region 5","Illinois","129","8","7","7","47","27","13","2624","159","2.17","B 3.71","1855","1350","154","6033","285607"
"3296","Tyler Garmon","US","Region 1","Mid-South","355","18","7","7","45","57","13","10111","715","5.8","B 2.82","1855","1224","185","16022","381632"
"3297","Jason Soares","US","Region 2","California Club","626","20","7","7","53","85","12","18083","913","3.01","A 2.11","1854","1235","3059","33290","268420"
"3298","Anthony Tramontana","US","Region 6","New Jersey","183","10","7","6","41","46","12","4184","271","3.08","A 3.57","1854","1350","1677","7558","277083"
"3299","Steve Haefke Jr.","US","Region 2","Ohio","275","5","8","7","49","26","13","8940","252","2.79","A 3.75","1854","1350","698","13500","311560"
"3300","Clint King","US","Region 1","Carolina","42","1","6","6","59","6","12","1102","26","2.43","A 2.24","1853","1241","91","2479","58438"
"3301","Brian Gundrum2","US","Region 3","Midwest","95","6","7","7","45","22","14","2431","192","2.97","B 3.79","1853","1350","199","4285","320597"
"3302","Skyelar DeVaney","US","Region 4","Great Plains","45","4","7","7","58","8","13","1287","178","2.53","B 2.48","1853","1350","57","2627","401963"
"3303","Joey Ladouceur","CA","Region 2","Canada","165","15","7","7","47","46","13","3734","453","3.49","B 3.48","1853","1350","134","7707","453693"
"3304","Frederick Plante","CA","Region 2","Canada","40","3","9","6","57","6","11","1111","51","2.3","B 2.85","1852","1350","21","2289","202226"
"3305","Tim Sullivan","US","Region 4","Great Plains","107","1","6","6","46","4","10","2992","48","3.03","B 2.26","1852","1350","1151","4915","208081"
"3306","Zachary Peck","US","Region 4","Pennsylvania","141","2","8","7","44","21","13","4058","83","3.11","B 2.45","1852","1350","337","6182","270106"
"3307","Remington Wade","US","Region 4","Great Plains","200","20","6","7","44","47","12","4557","548","4.35","B 1.31","1852","1350","69","8879","425940"
"3308","Mitch Clark","US","Region 1","Mid-South","46","5","7","7","56","10","13","947","83","2.48","A 2.16","1852","1276","42","2585","490708"
"3309","Bentley Glaser","US","Region 3","Midwest","23","2","7","5","61","8","14","732","66","1.48","A 4.36","1851","1350","45","1395","22085"
"3310","Sean Disbro2","US","N/A","Indiana","55","7","6","7","60","17","15","1591","257","3.38","A 2.11","1851","1350","204","3326","91313"
"3311","Aaron Smith II","US","N/A","Carolina","33","4","6","6","63","7","13","975","133","2.42","A 2.15","1851","1275","62","2074","212706"
"3312","Dale Glessner","US","Region 4","Pennsylvania","47","4","5","6","56","11","12","1308","129","3.66","A 2.44","1851","1350","105","2636","300486"
"3313","Knicko Hartung","US","Region 1","Mid-South","298","18","7","7","46","49","13","8536","496","3.7","A 2.52","1851","1254","298","13592","332970"
"3314","Raymond Berna","US","Region 3","Midwest","100","9","7","7","43","15","12","2657","215","2.62","A 3.53","1851","1272","142","4313","344083"
"3315","Todd Kluever","US","Region 3","Midwest","40","2","7","7","53","7","13","1132","75","3.2","B 3.48","1851","1277","15","2136","378422"
"3316","Richard Shockley","US","Region 3","Texas","116","2","7","7","42","23","13","3089","78","2.95","A 2.52","1851","1350","144","4899","417096"
"3317","Cody Qualls2","US","Region 1","Mid-South","74","13","7","6","46","26","11","1499","299","2.27","B 1.69","1851","1350","37","3439","420558"
"3318","Jimmy Standifer","US","Region 1","Mid-South","371","15","6","6","45","69","12","10087","664","3.3","B 2.42","1851","1350","36","16875","433437"
"3319","Jonte Goss","AU","Region 1","Australia/NZ","237","39","5","7","43","68","13","5557","1237","4.32","B 2.02","1851","1350","91","10265","436265"
"3320","Edward Lewis2","US","Region 3","Texas","238","14","9","7","44","40","14","6636","383","3.94","A 2.36","1851","1259","157","10443","479975"
"3321","Tom Dreiling","US","N/A","West","449","21","7","7","42","72","12","11116","641","2.55","A 2.67","1850","1350","609","18758","151268"
"3322","Daniel Chumley","US","Region 1","Mid-South","69","5","6","6","44","14","12","1712","124","3.39","B 2.10","1850","1350","56","3043","270685"
"3323","Ryan Daugherty","US","Region 1","Mid-South","1090","45","8","7","44","179","14","30408","1946","2.84","A 3.42","1850","1258","539","47507","326360"
"3324","Nicholas McGeathy","US","Region 1","Florida","103","19","5","6","50","33","12","2338","533","3.63","B 1.54","1850","1350","578","5129","338407"
"3325","Dave J Bennett","AU","Region 1","Australia/NZ","97","7","6","6","50","12","11","2661","221","2.62","A 3.74","1850","1350","150","4803","344122"
"3326","Jeremy Cathlina","US","Region 4","Great Plains","208","8","7","7","43","36","13","5222","134","4.47","B 1.49","1850","1196","105","8866","416671"
"3327","Garett Estes","US","Region 1","Mid-South","384","10","9","8","49","49","14","12842","408","4.08","B 2.59","1849","1350","463","18865","257846"
"3328","Jonah Smith","US","Region 3","Midwest","31","1","6","6","56","7","13","1077","57","2.19","A 3.50","1849","1350","79","1728","268354"
"3329","Dustin Brown2","US","Region 1","Mid-South","316","13","7","7","58","51","14","8808","544","4.66","B 1.72","1849","1236","850","18400","269366"
"3330","Matt Fizell","US","Region 3","Midwest","194","11","7","7","52","33","12","5368","306","2.58","B 2.64","1849","1350","406","10106","294416"
"3331","Dylan Coyle2","US","Region 4","Pennsylvania","593","34","8","8","45","102","14","15914","1199","3.93","B 3.54","1849","1176","357","26400","392021"
"3332","Alex Renfro","US","Region 4","Great Plains","88","4","8","7","52","17","13","2524","117","3.84","B 2.29","1848","1350","169","4606","266112"
"3333","Adam Cegelski2","US","Region 3","Midwest","148","7","7","7","49","26","12","3292","119","2.96","B 2.80","1848","1231","167","7292","292606"
"3334","Jeremy Teatsworth","US","Region 3","Midwest","487","6","9","8","48","68","15","15658","412","3.27","A 3.19","1848","1350","496","23307","312738"
"3335","Howard West","US","Region 2","California Club","48","5","5","6","51","10","12","1135","230","3.79","A 2.47","1848","1360","162","2426","321491"
"3336","Leif Beauchamp","US","Region 4","Indiana","218","3","7","7","42","31","12","5924","151","4.39","B 2.48","1848","1350","274","9132","364534"
"3337","Jesse Gascoigne","US","Region 4","Great Plains","145","9","6","7","53","30","13","3695","324","2.66","B 3.73","1848","1350","37","7731","473505"
"3338","Arron Maspero","GB","Region 3","UK and I","21","3","5","7","61","8","13","643","146","2.76","B 2.80","1847","1350","387","1273","16549"
"3339","Ian Carey","US","Region 5","New England","58","4","8","7","50","10","13","1676","106","2.69","A 3.44","1847","1289","0","2925","17277"
"3340","Olivier Kozak","FR","Region 5","France","24","1","9","6","58","3","13","890","5","3.5","B 3.26","1847","1350","1254","1400","88226"
